movieCd,link,image,userRating
20183584,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152661,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152661_P02_173353.jpg,5.87
20187641,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172118,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172118_P13_110330.jpg,8.76
20153446,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140652,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140652_P38_143110.jpg,8.42
20187647,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167602,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167602_P09_101816.jpg,7.91
20187657,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171499,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171499_P38_160259.jpg,7.41
20185046,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172425,https://ssl.pstatic.net/imgmovie/mdi/mit110/1724/172425_P04_130843.jpg,8.92
20177537,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172010,https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172010_P10_141651.jpg,4.25
20139221,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47370,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/47370_P32_143517.jpg,8.28
20189362,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174626,https://ssl.pstatic.net/imgmovie/mdi/mit110/1746/174626_P11_140653.jpg,9.02
20189261,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172768,https://ssl.pstatic.net/imgmovie/mdi/mit110/1727/172768_P23_140008.jpg,8.73
20188446,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165479,https://ssl.pstatic.net/imgmovie/mdi/mit110/1654/165479_P01_110657.jpg,7.61
20156554,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132996,https://ssl.pstatic.net/imgmovie/mdi/mit110/1329/132996_P35_100121.jpg,4.82
20188342,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177507,https://ssl.pstatic.net/imgmovie/mdi/mit110/1775/177507_P00_113843.jpg,7.10
20176122,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163533,https://ssl.pstatic.net/imgmovie/mdi/mit110/1635/163533_P99_105455.jpg,8.00
20172204,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162981,https://ssl.pstatic.net/imgmovie/mdi/mit110/1629/162981_P72_153440.jpg,7.06
20177308,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164106,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164106_P16_135532.jpg,7.36
20189262,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168049,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168049_P02_145901.jpg,6.67
20188304,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1704/170496_P19_142149.jpg,8.84
20189268,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178214,https://ssl.pstatic.net/imgmovie/mdi/mit110/1782/178214_P10_102058.jpg,8.90
20180167,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178426,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178426_P18_102633.jpg,5.33
20189746,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178445,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178445_P01_100308.jpg,9.00
20167903,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152156,https://ssl.pstatic.net/imgmovie/mdi/mit110/1521/152156_P76_134247.jpg,6.63
20189743,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156195,https://ssl.pstatic.net/imgmovie/mdi/mit110/1561/156195_P18_180740.jpg,7.83
20177221,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119428,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119428_P08_114709.jpg,7.90
20179189,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167105,https://ssl.pstatic.net/imgmovie/mdi/mit110/1671/167105_P28_103614.jpg,8.32
20189123,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168023,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168023_P15_161116.jpg,8.95
20189462,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158620,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158620_P19_101107.jpg,8.51
20189067,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155356,https://ssl.pstatic.net/imgmovie/mdi/mit110/1553/155356_P29_104216.jpg,9.10
20180523,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168050,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168050_P19_100458.jpg,9.15
20180770,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178402,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178402_P16_115047.jpg,5.15
20181262,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78525,https://ssl.pstatic.net/imgmovie/mdi/mit110/0785/78525_P11_142151.png,5.09
20188661,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170824,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170824_P15_182407.jpg,7.53
20180624,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171466,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171466_P13_134121.jpg,6.53
20186321,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168058,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168058_P18_101211.jpg,6.95
20184678,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174807,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174807_P19_111000.jpg,5.35
20187521,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177381,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177381_P01_144141.jpg,6.63
20180628,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167481,https://ssl.pstatic.net/imgmovie/mdi/mit110/1674/167481_P05_145414.jpg,7.03
20174981,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160487,https://ssl.pstatic.net/imgmovie/mdi/mit110/1604/160487_P48_113750.jpg,5.07
20182403,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168047,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168047_P06_140254.jpg,7.05
20010291,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30688,https://ssl.pstatic.net/imgmovie/mdi/mit110/0306/30688_P28_142632.jpg,9.22
20177538,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167638,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167638_P71_133542.jpg,8.63
20185485,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156464,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156464_P49_182103.jpg,9.42
20181404,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164155,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164155_P03_122329.jpg,6.03
20180987,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170879,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170879_P03_161546.jpg,6.30
20181171,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173692,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173692_P12_102159.jpg,9.17
20170513,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166610,https://ssl.pstatic.net/imgmovie/mdi/mit110/1666/166610_P58_154049.jpg,5.33
20179006,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171750,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171750_P05_173050.jpg,4.21
20183063,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180002,https://ssl.pstatic.net/imgmovie/mdi/mit110/1800/180002_P10_095902.jpg,7.56
20182693,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172819,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172819_P01_163303.jpg,7.39
20176814,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154255,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154255_P24_095824.jpg,6.18
20183050,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176354,https://ssl.pstatic.net/imgmovie/mdi/mit110/1763/176354_P13_150227.jpg,9.31
20184481,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174835,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174835_P26_105639.jpg,7.52
20182935,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179139,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179139_P14_100455.jpg,8.76
20186822,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175318,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175318_P15_105507.jpg,8.25
20183009,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179127,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179127_P15_134305.jpg,6.23
20183073,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144906,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144906_P15_103017.jpg,9.53
20183043,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179126,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179126_P08_163912.jpg,8.88
20182669,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154653,https://ssl.pstatic.net/imgmovie/mdi/mit110/1546/154653_P12_102646.jpg,8.84
20177552,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164192,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164192_P45_134107.jpg,8.16
20181905,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144266,https://ssl.pstatic.net/imgmovie/mdi/mit110/1442/144266_P15_111933.jpg,6.61
20182966,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179138,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179138_P01_151818.jpg,4.54
20179230,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171755,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171755_P39_140011.jpg,6.01
20189843,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158622_P18_142307.jpg,7.16
20178825,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156496_P24_153246.jpg,6.15
20183745,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180384,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180384_P14_152246.jpg,7.73
20183650,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179683,https://ssl.pstatic.net/imgmovie/mdi/mit110/1796/179683_P00_143554.jpg,9.02
20183288,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92125,https://ssl.pstatic.net/imgmovie/mdi/mit110/0921/92125_P25_101109.jpg,9.38
20183238,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171725,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171725_P18_175530.jpg,9.21
20175547,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164101,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164101_P62_155759.jpg,8.36
20182082,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171452,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171452_P19_174244.jpg,7.81
20183685,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169642,https://ssl.pstatic.net/imgmovie/mdi/mit110/1696/169642_P17_112718.jpg,6.54
20180290,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151153,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151153_P19_095147.jpg,8.35
20168773,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157297,https://ssl.pstatic.net/imgmovie/mdi/mit110/1572/157297_P23_134212.jpg,6.33
20183479,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172975,https://ssl.pstatic.net/imgmovie/mdi/mit110/1729/172975_P10_141815.jpg,8.29
20183375,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172187,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172187_P19_110125.jpg,8.97
20170658,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166092,https://ssl.pstatic.net/imgmovie/mdi/mit110/1660/166092_P35_104446.jpg,5.21
20186281,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164139,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164139_P12_153521.jpg,8.09
20183785,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180379,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180379_P32_111508.jpg,9.13
20189463,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152632,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152632_P19_104759.jpg,8.68
20184105,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167699,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167699_P40_175859.jpg,9.07
20184187,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152344,https://ssl.pstatic.net/imgmovie/mdi/mit110/1523/152344_P75_112734.jpg,5.56
20176251,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164172,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164172_P08_114039.jpg,8.19
20183915,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180372,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180372_P16_101254.jpg,9.14
20184574,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171539,https://ssl.pstatic.net/imgmovie/mdi/mit110/1715/171539_P26_135622.jpg,9.61
20182544,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163826,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163826_P07_174644.jpg,7.40
20186324,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144318,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144318_P19_100103.jpg,9.31
20182588,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172137,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172137_P12_134909.jpg,6.05
20182044,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149278,https://ssl.pstatic.net/imgmovie/mdi/mit110/1492/149278_P17_095334.jpg,8.85
20182530,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167651,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167651_P106_141030.jpg,8.53
20185124,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180220,https://ssl.pstatic.net/imgmovie/mdi/mit110/1802/180220_P01_102406.jpg,9.28
20189385,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168056,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168056_P10_100606.jpg,7.19
20180868,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164173,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164173_P45_171744.jpg,6.08
20186261,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109193,https://ssl.pstatic.net/imgmovie/mdi/mit110/1091/109193_P21_103935.jpg,9.24
20185478,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181554,https://ssl.pstatic.net/imgmovie/mdi/mit110/1815/181554_P23_112202.jpg,8.75
20184896,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174830,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174830_P17_104205.jpg,9.59
20188282,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66728,https://ssl.pstatic.net/imgmovie/mdi/mit110/0667/66728_P38_102726.jpg,8.71
20185881,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177374,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177374_P100_112832.jpg,9.07
20185444,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125438,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125438_P06_114959.jpg,8.73
20195915,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181411,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181411_P02_101349.jpg,7.39
20174169,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169078,https://ssl.pstatic.net/imgmovie/mdi/mit110/1690/169078_P66_101231.jpg,5.89
20184888,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151151,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151151_P24_105029.jpg,8.18
20162003,https://movie.naver.com/movie/bi/mi/basic.nhn?code=48233,https://ssl.pstatic.net/imgmovie/mdi/mit110/0482/48233_P05_140218.jpg,8.29
20195984,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180687,https://ssl.pstatic.net/imgmovie/mdi/mit110/1806/180687_P08_111957.jpg,9.11
20177539,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167099,https://ssl.pstatic.net/imgmovie/mdi/mit110/1670/167099_P13_101134.jpg,7.20
20195743,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181959,https://ssl.pstatic.net/imgmovie/mdi/mit110/1819/181959_P11_114544.jpg,6.37
20020222,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33930,https://ssl.pstatic.net/imgmovie/mdi/mit110/0339/C3930-06.jpg,8.86
20185576,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181409,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181409_P30_100656.jpg,6.58
20196601,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182360,https://ssl.pstatic.net/imgmovie/mdi/mit110/1823/182360_P11_140223.jpg,8.59
20176442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159070,https://ssl.pstatic.net/imgmovie/mdi/mit110/1590/159070_P13_114738.jpg,3.84
20195791,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167629_P17_105046.jpg,4.50
20180937,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148909,https://ssl.pstatic.net/imgmovie/mdi/mit110/1489/148909_P29_164758.jpg,8.77
20181877,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132623,https://ssl.pstatic.net/imgmovie/mdi/mit110/1326/132623_P22_133853.jpg,6.74
20177282,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170953,https://ssl.pstatic.net/imgmovie/mdi/mit110/1709/170953_P08_140411.jpg,8.10
20196323,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167054,https://ssl.pstatic.net/imgmovie/mdi/mit110/1670/167054_P18_142415.jpg,8.52
20197283,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180425,https://ssl.pstatic.net/imgmovie/mdi/mit110/1804/180425_P19_175210.jpg,7.63
20176103,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1636/163608_P43_141047.jpg,7.43
20197356,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179974,https://ssl.pstatic.net/imgmovie/mdi/mit110/1799/179974_P01_153621.jpg,8.82
20196723,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182206,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182206_P12_121114.jpg,8.63
20197846,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153580,https://ssl.pstatic.net/imgmovie/mdi/mit110/1535/153580_P24_103637.jpg,5.78
20175407,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161984,https://ssl.pstatic.net/imgmovie/mdi/mit110/1619/161984_P61_144815.jpg,3.94
20197617,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1490/149022_P12_110503.jpg,6.94
20198603,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169263,https://ssl.pstatic.net/imgmovie/mdi/mit110/1692/169263_P01_094955.jpg,7.93
20183773,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180381,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180381_P17_103533.jpg,8.27
20185352,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181414,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181414_P24_174349.jpg,6.82
20196025,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163787,https://ssl.pstatic.net/imgmovie/mdi/mit110/1637/163787_P33_174808.jpg,8.94
20166301,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152624,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152624_P34_161443.jpg,5.93
20198146,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171533,https://ssl.pstatic.net/imgmovie/mdi/mit110/1715/171533_P29_143351.jpg,8.67
20197987,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172448,https://ssl.pstatic.net/imgmovie/mdi/mit110/1724/172448_P09_141546.jpg,7.43
20196244,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140649,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140649_P11_111034.jpg,5.84
20183096,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174050,https://ssl.pstatic.net/imgmovie/mdi/mit110/1740/174050_P32_172314.jpg,7.15
20197092,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182348,https://ssl.pstatic.net/imgmovie/mdi/mit110/1823/182348_P02_174720.jpg,9.30
20198023,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148000,https://ssl.pstatic.net/imgmovie/mdi/mit110/1480/148000_P09_134532.jpg,7.41
20185406,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164200,https://ssl.pstatic.net/imgmovie/mdi/mit110/1642/164200_P05_105455.jpg,6.87
20180825,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171785,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171785_P84_181225.jpg,8.31
20198104,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168045,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168045_P15_100136.jpg,8.47
20197423,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181419,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181419_P28_165542.jpg,4.86
20198844,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168096,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168096_P09_171654.jpg,7.54
20198403,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181912,https://ssl.pstatic.net/imgmovie/mdi/mit110/1819/181912_P10_135327.jpg,8.98
20183454,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180399,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180399_P00_154546.jpg,6.90
20198982,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159845,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159845_P12_102707.jpg,8.84
20182501,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173667,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173667_P27_101947.jpg,5.30
19990220,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24830,https://ssl.pstatic.net/imgmovie/mdi/mit110/0248/24830_P18_133358.jpg,9.07
20184889,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136900,https://ssl.pstatic.net/imgmovie/mdi/mit110/1369/136900_P57_104126.jpg,9.39
20198183,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183136,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183136_P10_134628.jpg,9.28
20169323,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148863,https://ssl.pstatic.net/imgmovie/mdi/mit110/1488/148863_P10_094956.jpg,8.35
20185784,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175366,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175366_P31_101140.jpg,8.90
20198598,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167657,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167657_P03_163928.jpg,8.12
20199189,https://movie.naver.com/movie/bi/mi/basic.nhn?code=147045,https://ssl.pstatic.net/imgmovie/mdi/mit110/1470/147045_P13_095432.jpg,7.83
20184082,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174065,https://ssl.pstatic.net/imgmovie/mdi/mit110/1740/174065_P44_174038.jpg,5.67
20187981,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177483,https://ssl.pstatic.net/imgmovie/mdi/mit110/1774/177483_P122_133507.jpg,8.91
20199923,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159863,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159863_P09_105913.jpg,5.71
20199949,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171470,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171470_P13_153703.jpg,8.56
20199623,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174321,https://ssl.pstatic.net/imgmovie/mdi/mit110/1743/174321_P20_175620.jpg,8.78
